biosample_name,assay_name,bios_accession,exp_accession,file_accession,assembly,read_length,run_type,sequencing_platform,lab,depth
mesendoderm_grp1_rep1,H3K36me3,ENCBS084NIJ,ENCSR144RXL,ENCFF318CRT,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",84857681.0
mesendoderm_grp1_rep1,H3K4me1,ENCBS084NIJ,ENCSR664KWY,ENCFF725DRB,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",90409178.0
mesendoderm_grp1_rep1,H3K27ac,ENCBS084NIJ,ENCSR473PNT,ENCFF423CNZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",27338569.0
mesendoderm_grp1_rep1,H3K4me2,ENCBS084NIJ,ENCSR126BGU,ENCFF391UEI,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",83021461.0
mesendoderm_grp1_rep1,H3K9ac,ENCBS084NIJ,ENCSR839PUY,ENCFF979TSW,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",35548447.0
mesendoderm_grp1_rep1,H3K79me2,ENCBS084NIJ,ENCSR575ZNE,ENCFF695JGO,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",32549281.0
mesendoderm_grp1_rep1,H2AK5ac,ENCBS084NIJ,ENCSR598UDU,ENCFF418FPM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",37810184.0
mesendoderm_grp1_rep1,H2BK5ac,ENCBS084NIJ,ENCSR327JOJ,ENCFF270AII,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",35307815.0
mesendoderm_grp1_rep1,H3K4me3,ENCBS084NIJ,ENCSR441SAT,ENCFF095KXY,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",155380113.0
mesendoderm_grp1_rep1,H3K27me3,ENCBS084NIJ,ENCSR405AXO,ENCFF893AUX,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",84795555.0
mesendoderm_grp1_rep1,H3K79me1,ENCBS084NIJ,ENCSR357HAN,ENCFF816JBP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",83589327.0
skeletal_muscle_myoblast_grp1_rep1,H3K9me3,ENCBS023XCT,ENCSR000ANR,ENCFF952OWY,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",10713882.0
skeletal_muscle_myoblast_grp1_rep1,H3K4me1,ENCBS023XCT,ENCSR000ANI,ENCFF699IAQ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",8167646.0
skeletal_muscle_myoblast_grp1_rep1,CTCF,ENCBS023XCT,ENCSR000ANE,ENCFF316INV,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",7317009.0
skeletal_muscle_myoblast_grp1_rep1,H2AFZ,ENCBS023XCT,ENCSR000APA,ENCFF487RAR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",15691859.0
skeletal_muscle_myoblast_grp1_rep1,H4K20me1,ENCBS023XCT,ENCSR000ANM,ENCFF479CMK,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",7626391.0
skeletal_muscle_myoblast_grp1_rep1,H3K27ac,ENCBS023XCT,ENCSR000ANF,ENCFF577JPO,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",8043579.0
skeletal_muscle_myoblast_grp1_rep1,H3K9ac,ENCBS023XCT,ENCSR000ANL,ENCFF706RIX,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",7304564.0
skeletal_muscle_myoblast_grp1_rep1,H3K79me2,ENCBS023XCT,ENCSR000ANQ,ENCFF805XIW,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",15052404.0
skeletal_muscle_myoblast_grp1_rep1,H3K4me3,ENCBS023XCT,ENCSR000ANK,ENCFF353YWY,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",8543158.0
skeletal_muscle_myoblast_grp1_rep1,H3K4me2,ENCBS023XCT,ENCSR000ANJ,ENCFF976IIM,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",6424921.0
skeletal_muscle_myoblast_grp1_rep1,H3K27me3,ENCBS023XCT,ENCSR000ANG,ENCFF007FYW,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",8217921.0
skeletal_muscle_myoblast_grp1_rep1,H3K36me3,ENCBS023XCT,ENCSR000ANH,ENCFF813OSH,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",14084002.0
transverse_colon_grp2_rep2,H3K9me3,ENCBS121FBL,ENCSR413CHO,ENCFF622ISQ,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",70249196.0
transverse_colon_grp2_rep2,H3K27ac,ENCBS633KVX,ENCSR069EGE,ENCFF960JEY,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",27969652.0
transverse_colon_grp2_rep2,H3K36me3,ENCBS633KVX,ENCSR101EEJ,ENCFF571SXB,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",82909020.0
transverse_colon_grp2_rep2,CTCF,ENCBS633KVX,ENCSR907BES,ENCFF039PJM,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",27493272.0
H9_nonrep,H3K18ac,ENCBS399JWQ,ENCSR294WUR,ENCFF624EAU,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",21558180.0
H9_nonrep,H3K23me2,ENCBS399JWQ,ENCSR063WYJ,ENCFF836QET,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",13676429.0
H9_nonrep,H3K79me2,ENCBS277KDR,ENCSR188GJE,ENCFF707PKI,GRCh38,36.0,single-ended,Illumina Genome Analyzer II,"Bing Ren, UCSD",22835368.0
H9_nonrep,H2BK15ac,ENCBS808UWK,ENCSR734NCK,ENCFF189OYS,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",19711924.0
H9_nonrep,H2BK12ac,ENCBS808UWK,ENCSR738BJJ,ENCFF588CLI,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",18191276.0
H9_nonrep,H3K4ac,ENCBS399JWQ,ENCSR230WNU,ENCFF692SFW,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",17455222.0
H9_nonrep,H4K91ac,ENCBS808UWK,ENCSR386WCR,ENCFF170NKR,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",13034133.0
H9_nonrep,H3K27me3,ENCBS277KDR,ENCSR792GCH,ENCFF841RXD,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",26134528.0
H9_nonrep,H3K4me1,ENCBS277KDR,ENCSR276HBK,ENCFF675UDV,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",20330040.0
H9_nonrep,H3K79me1,ENCBS399JWQ,ENCSR280IFJ,ENCFF434DLZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bing Ren, UCSD",9912692.0
H9_nonrep,H3K14ac,ENCBS399JWQ,ENCSR440BZV,ENCFF229UGX,GRCh38,30.0,single-ended,Illumina HiSeq 2000,"Bing Ren, UCSD",29249721.0
H9_nonrep,DNase-seq,ENCBS113LZP,ENCSR275ICP,ENCFF291ZMA,GRCh38,36.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",263293552.0
HeLa_S3_grp1_rep1,H2AFZ,ENCBS075PNA,ENCSR000AQN,ENCFF650RBB,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",33172013.0
HeLa_S3_grp1_rep1,H3K4me2,ENCBS075PNA,ENCSR000AOE,ENCFF622IIB,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",30277623.0
HeLa_S3_grp1_rep1,H3K9me3,ENCBS075PNA,ENCSR000AQO,ENCFF183EDU,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"Bradley Bernstein, Broad",30596061.0
HeLa_S3_grp1_rep1,EZH2,ENCBS075PNA,ENCSR000ATC,ENCFF167CMC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31217657.0
HeLa_S3_grp1_rep1,H3K79me2,ENCBS075PNA,ENCSR000AOG,ENCFF616FAT,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",11997753.0
HeLa_S3_grp1_rep1,H3K9ac,ENCBS075PNA,ENCSR000AOH,ENCFF113FCH,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",15626977.0
HeLa_S3_grp1_rep1,H3K4me3,ENCBS075PNA,ENCSR340WQU,ENCFF760VTC,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",31071341.0
HeLa_S3_grp1_rep1,H3K27me3,ENCBS075PNA,ENCSR000APB,ENCFF299WXR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",27222140.0
HeLa_S3_grp1_rep1,H3K27ac,ENCBS075PNA,ENCSR000AOC,ENCFF609ZAE,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",15815875.0
HeLa_S3_grp1_rep1,H3K36me3,ENCBS075PNA,ENCSR000AOD,ENCFF317FFS,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",26474040.0
HeLa_S3_grp1_rep1,H3K4me1,ENCBS075PNA,ENCSR000APW,ENCFF826OLG,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",16464377.0
HeLa_S3_grp1_rep1,CTCF,ENCBS075PNA,ENCSR000AOA,ENCFF586MXO,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",13430576.0
HeLa_S3_grp1_rep1,H4K20me1,ENCBS075PNA,ENCSR000AOI,ENCFF278FTJ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",7236085.0
"CD8_positive,_alpha_beta_memory_T_cell_grp1_rep2",H3K9me3,ENCBS812CKJ,ENCSR043SJS,ENCFF159RTQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",23872959.0
"CD8_positive,_alpha_beta_memory_T_cell_grp1_rep2",H3K4me3,ENCBS812CKJ,ENCSR962AKF,ENCFF087KRI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",28785608.0
"CD8_positive,_alpha_beta_memory_T_cell_grp1_rep2",H3K27me3,ENCBS812CKJ,ENCSR517SMA,ENCFF977KOU,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",14518940.0
"CD8_positive,_alpha_beta_memory_T_cell_grp1_rep2",H3K36me3,ENCBS812CKJ,ENCSR944RKI,ENCFF421CMK,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",17445353.0
"CD8_positive,_alpha_beta_memory_T_cell_grp1_rep2",H3K4me1,ENCBS812CKJ,ENCSR372MTE,ENCFF817WUL,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",24043235.0
motor_neuron_grp6_rep1,H3K4me1,ENCBS461UKW,ENCSR778FKK,ENCFF207QAB,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",88836602.0
motor_neuron_grp6_rep1,H3K27ac,ENCBS461UKW,ENCSR489LNU,ENCFF302EFP,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",63945900.0
motor_neuron_grp6_rep1,ATAC-seq,ENCBS461UKW,ENCSR709QRD,ENCFF733AZN,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",130474916.0
motor_neuron_grp6_rep1,H3K4me3,ENCBS461UKW,ENCSR595HWK,ENCFF476MSW,GRCh38,100.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",82627286.0
skeletal_muscle_myoblast_grp1_rep2,H3K9me3,ENCBS914GNL,ENCSR000ANR,ENCFF930VGS,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",22454433.0
skeletal_muscle_myoblast_grp1_rep2,H3K4me1,ENCBS914GNL,ENCSR000ANI,ENCFF483ONW,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",7820779.0
skeletal_muscle_myoblast_grp1_rep2,CTCF,ENCBS914GNL,ENCSR000ANE,ENCFF732SJI,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",9077250.0
skeletal_muscle_myoblast_grp1_rep2,H2AFZ,ENCBS914GNL,ENCSR000APA,ENCFF839OKN,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",17270674.0
skeletal_muscle_myoblast_grp1_rep2,H4K20me1,ENCBS914GNL,ENCSR000ANM,ENCFF014CTE,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",9931217.0
skeletal_muscle_myoblast_grp1_rep2,H3K27ac,ENCBS914GNL,ENCSR000ANF,ENCFF475OCK,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",10241361.0
skeletal_muscle_myoblast_grp1_rep2,H3K9ac,ENCBS914GNL,ENCSR000ANL,ENCFF070WEE,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",7687610.0
skeletal_muscle_myoblast_grp1_rep2,H3K79me2,ENCBS914GNL,ENCSR000ANQ,ENCFF449HZO,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",29184423.0
skeletal_muscle_myoblast_grp1_rep2,H3K4me3,ENCBS914GNL,ENCSR596NOF,ENCFF556YXP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",37357125.0
skeletal_muscle_myoblast_grp1_rep2,H3K4me2,ENCBS914GNL,ENCSR000ANJ,ENCFF764HBL,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIe,"Bradley Bernstein, Broad",17820791.0
skeletal_muscle_myoblast_grp1_rep2,H3K27me3,ENCBS914GNL,ENCSR000ANG,ENCFF970QDR,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",9550833.0
skeletal_muscle_myoblast_grp1_rep2,H3K36me3,ENCBS914GNL,ENCSR000ANH,ENCFF345NRK,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",17661939.0
endothelial_cell_of_umbilical_vein_nonrep,H3K27me3,ENCBS717AAA,ENCSR000AKK,ENCFF894USA,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",9596335.0
endothelial_cell_of_umbilical_vein_nonrep,H3K4me3,ENCBS834QWR,ENCSR000DVN,ENCFF206HRQ,GRCh38,36.0,single-ended,Illumina Genome Analyzer,"John Stamatoyannopoulos, UW",11135238.0
endothelial_cell_of_umbilical_vein_nonrep,CTCF,ENCBS717AAA,ENCSR000ALA,ENCFF762KDY,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",10703577.0
endothelial_cell_of_umbilical_vein_nonrep,H3K36me3,ENCBS717AAA,ENCSR000ALC,ENCFF391EHX,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",9085037.0
endothelial_cell_of_umbilical_vein_nonrep,DNase-seq,ENCBS112ENC,ENCSR000EOQ,ENCFF374GNN,GRCh38,36.0,single-ended,Illumina Genome Analyzer I,"John Stamatoyannopoulos, UW",409779733.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K27ac,ENCBS673INN,ENCSR835OJV,ENCFF559VTP,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",16066063.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K27me3,ENCBS673INN,ENCSR797GOJ,ENCFF411YGQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",15607350.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K4me3,ENCBS673INN,ENCSR231FDF,ENCFF736WZO,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",15154023.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K9me3,ENCBS673INN,ENCSR905SHH,ENCFF032ZOY,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",14687774.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K4me1,ENCBS673INN,ENCSR631BPS,ENCFF097QXN,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",20664753.0
"CD8_positive,_alpha_beta_T_cell_grp1_rep2",H3K36me3,ENCBS673INN,ENCSR694CDP,ENCFF724TVL,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",18710512.0
caudate_nucleus_nonrep,H3K36me3,ENCBS154RSX,ENCSR399SJE,ENCFF453RAW,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",34336567.0
caudate_nucleus_nonrep,H3K9me3,ENCBS154RSX,ENCSR552TQB,ENCFF782ZCL,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",27370514.0
caudate_nucleus_nonrep,H3K4me1,ENCBS154RSX,ENCSR264YGM,ENCFF280UMZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",36194189.0
caudate_nucleus_nonrep,H3K27ac,ENCBS154RSX,ENCSR798RTU,ENCFF648YGE,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",16123069.0
caudate_nucleus_nonrep,H3K4me3,ENCBS154RSX,ENCSR486QMV,ENCFF114YNP,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",32179443.0
caudate_nucleus_nonrep,H3K27me3,ENCBS154RSX,ENCSR209WQN,ENCFF505AYH,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",34930195.0
KOPT_K1_grp1_rep2,H3K9me3,ENCBS869LIS,ENCSR438PYA,ENCFF558PDI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",5695078.0
KOPT_K1_grp1_rep2,H3K27ac,ENCBS869LIS,ENCSR719FEJ,ENCFF229KWI,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",13672293.0
KOPT_K1_grp1_rep2,H3K36me3,ENCBS869LIS,ENCSR879WTY,ENCFF961PYM,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",10013287.0
KOPT_K1_grp1_rep2,H3K4me1,ENCBS869LIS,ENCSR630IBN,ENCFF890TVQ,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",9016434.0
heart_right_ventricle_nonrep,H3K9me3,ENCBS096INK,ENCSR370LLS,ENCFF190AVY,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",49835981.0
heart_right_ventricle_nonrep,ATAC-seq,ENCBS134ALJ,ENCSR563ZNI,ENCFF352HQI,GRCh38,101.0,paired-ended,Illumina NovaSeq 6000,"Michael Snyder, Stanford",207365016.0
heart_right_ventricle_nonrep,H3K4me3,ENCBS096INK,ENCSR178KWE,ENCFF846UHU,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",27727232.0
heart_right_ventricle_nonrep,H3K27me3,ENCBS096INK,ENCSR468DOT,ENCFF062ITX,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",56523875.0
heart_right_ventricle_nonrep,H3K27ac,ENCBS096INK,ENCSR342KXD,ENCFF052MCU,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",30872421.0
heart_right_ventricle_nonrep,H3K36me3,ENCBS096INK,ENCSR427TBJ,ENCFF033AFR,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",46870576.0
heart_right_ventricle_nonrep,H3K4me1,ENCBS096INK,ENCSR670UJZ,ENCFF117TRQ,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",59657480.0
heart_right_ventricle_nonrep,CTCF,ENCBS096INK,ENCSR928RNP,ENCFF620BGN,GRCh38,76.0,single-ended,Illumina NextSeq 500,"Bradley Bernstein, Broad",32938972.0
heart_right_ventricle_nonrep,DNase-seq,ENCBS059BTM,ENCSR694LFE,ENCFF671AXT,GRCh38,76.0,paired-ended,Illumina HiSeq 4000,"John Stamatoyannopoulos, UW",211211756.0
cingulate_gyrus_nonrep,H3K9me3,ENCBS643TMF,ENCSR069KYE,ENCFF172TCZ,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",27389001.0
cingulate_gyrus_nonrep,H3K4me3,ENCBS643TMF,ENCSR693GVU,ENCFF840UUU,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",30949238.0
cingulate_gyrus_nonrep,H3K27ac,ENCBS643TMF,ENCSR604JDV,ENCFF028KKR,GRCh38,36.0,single-ended,Illumina HiSeq 2000,"Bradley Bernstein, Broad",18694683.0
cingulate_gyrus_nonrep,H3K36me3,ENCBS643TMF,ENCSR323YPH,ENCFF311CBU,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",31078036.0
cingulate_gyrus_nonrep,H3K4me1,ENCBS643TMF,ENCSR117IJB,ENCFF978XRM,GRCh38,36.0,single-ended,Illumina Genome Analyzer IIx,"Bradley Bernstein, Broad",31296132.0
BLaER1_grp4_rep2,H3K4me2,ENCBS428LHJ,ENCSR131EHC,ENCFF254GAU,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",42655661.0
BLaER1_grp4_rep2,H3K9me3,ENCBS428LHJ,ENCSR029BVT,ENCFF013PNZ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",42920138.0
BLaER1_grp4_rep2,H3K9ac,ENCBS428LHJ,ENCSR389TOA,ENCFF658PDT,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",34174984.0
BLaER1_grp4_rep2,H3K4me3,ENCBS428LHJ,ENCSR261LYD,ENCFF926ZUY,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",31835127.0
BLaER1_grp4_rep2,H3K27me3,ENCBS428LHJ,ENCSR337RFQ,ENCFF097JLA,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",41583643.0
BLaER1_grp4_rep2,H3K27ac,ENCBS428LHJ,ENCSR451WXC,ENCFF092GQO,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",50764735.0
BLaER1_grp4_rep2,H3K36me3,ENCBS428LHJ,ENCSR687MPF,ENCFF557NQH,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",34636512.0
BLaER1_grp4_rep2,H3K4me1,ENCBS428LHJ,ENCSR355XNF,ENCFF466XGN,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",51847030.0
BLaER1_grp4_rep2,H4K20me1,ENCBS428LHJ,ENCSR039CNL,ENCFF889KHZ,GRCh38,50.0,single-ended,Illumina HiSeq 2000,"Roderic Guigo, CRG",48369509.0
OCI_LY3_grp1_rep1,H2AFZ,ENCBS018GXW,ENCSR629TDG,ENCFF605SWG,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",26917766.0
OCI_LY3_grp1_rep1,H3K4me2,ENCBS018GXW,ENCSR701ZDB,ENCFF299CDJ,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",30367234.0
OCI_LY3_grp1_rep1,H3K27ac,ENCBS018GXW,ENCSR857GMX,ENCFF164DTC,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",27779918.0
OCI_LY3_grp1_rep1,H3K27me3,ENCBS018GXW,ENCSR867TPP,ENCFF254CXL,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",41794011.0
OCI_LY3_grp1_rep1,H3K4me3,ENCBS018GXW,ENCSR548PZS,ENCFF461LEA,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",29495970.0
OCI_LY3_grp1_rep1,H3K9me3,ENCBS018GXW,ENCSR604JFH,ENCFF155DUJ,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",57092982.0
OCI_LY3_grp1_rep1,H4K20me1,ENCBS018GXW,ENCSR779KYW,ENCFF410HID,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48566661.0
OCI_LY3_grp1_rep1,H3K79me2,ENCBS018GXW,ENCSR957CQH,ENCFF726IMU,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",48481319.0
OCI_LY3_grp1_rep1,CTCF,ENCBS018GXW,ENCSR756ZKG,ENCFF549FVA,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",28629504.0
OCI_LY3_grp1_rep1,H3K4me1,ENCBS018GXW,ENCSR581LZU,ENCFF173MJV,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",46528750.0
OCI_LY3_grp1_rep1,H3K36me3,ENCBS018GXW,ENCSR638FRE,ENCFF686SWO,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",42305280.0
OCI_LY3_grp1_rep1,H3K9ac,ENCBS018GXW,ENCSR996GHD,ENCFF336AVW,GRCh38,36.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",20808153.0
uterus_nonrep,H3K36me3,ENCBS754FVJ,ENCSR448IJB,ENCFF626EYJ,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",154279548.0
uterus_nonrep,H3K9me3,ENCBS754FVJ,ENCSR244ZKA,ENCFF912IAM,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",85855437.0
uterus_nonrep,H3K4me1,ENCBS754FVJ,ENCSR035ONO,ENCFF203NGO,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",47812086.0
uterus_nonrep,H3K27ac,ENCBS754FVJ,ENCSR249INE,ENCFF142RDG,GRCh38,76.0,single-ended,Illumina HiSeq 2500,"Bradley Bernstein, Broad",49199281.0
